PIMMS_m/z,RT_PIMMS,CCS_PIMMS,DT_PIMMS,PIMMS_Intensity,Compound,Match_ID,Classification Type,Sample,RT,DT,CCS,Peak_mz,Peak_intensity,SourceFile,Peak_mz_1,Intensity_1,Peak_mz_2,Intensity_2,Intensity_3,Kaufman_C,m_over_C,mass_defect,md_over_C
244.9074,6.4,136.7,17.86,21952.999,34,No Match,unmatched,35 2286 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,249.90384,484.0,35 2286 - Serum.d.DeMP.cef,244.90798,21953.0,245.90992,1525.0,20872.0,6.232982297901117,39.292263044364795,-0.09201999999999089,-0.014763398258162475
244.9074,6.4,136.7,17.86,21952.999,34,No Match,unmatched,35 2286 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,250.8984,562.0,35 2286 - Serum.d.DeMP.cef,244.90798,21953.0,245.90992,1525.0,20872.0,6.232982297901117,39.292263044364795,-0.09201999999999089,-0.014763398258162475
244.9074,6.4,136.7,17.86,4816.999,38,No Match,unmatched,36 2286 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90749,4817.0,36 2286 - Mitra.d.DeMP.cef,244.90749,4817.0,245.91054,336.0,4497.0,6.258677278850057,39.13087048402634,-0.09251000000000431,-0.014781078473661403
244.9074,6.4,136.7,17.86,4816.999,38,No Match,unmatched,36 2286 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,245.91054,336.0,36 2286 - Mitra.d.DeMP.cef,244.90749,4817.0,245.91054,336.0,4497.0,6.258677278850057,39.13087048402634,-0.09251000000000431,-0.014781078473661403
244.9074,6.4,136.7,17.86,4816.999,38,No Match,unmatched,36 2286 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,246.9046,4497.0,36 2286 - Mitra.d.DeMP.cef,244.90749,4817.0,245.91054,336.0,4497.0,6.258677278850057,39.13087048402634,-0.09251000000000431,-0.014781078473661403
244.9074,6.4,136.7,17.86,4816.999,38,No Match,unmatched,36 2286 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90666,295.0,36 2286 - Mitra.d.DeMP.cef,244.90749,4817.0,245.91054,336.0,4497.0,6.258677278850057,39.13087048402634,-0.09251000000000431,-0.014781078473661403
244.9074,6.4,136.7,17.86,4816.999,38,No Match,unmatched,36 2286 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90123,1245.0,36 2286 - Mitra.d.DeMP.cef,244.90749,4817.0,245.91054,336.0,4497.0,6.258677278850057,39.13087048402634,-0.09251000000000431,-0.014781078473661403
244.9074,6.4,136.7,17.86,19938.999,40,No Match,unmatched,38 2182 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90795,19939.0,38 2182 - Serum.d.DeMP.cef,244.90795,19939.0,245.90995,1324.0,18528.0,5.958055424810589,41.10534940312103,-0.09205000000000041,-0.015449671652379223
244.9074,6.4,136.7,17.86,19938.999,40,No Match,unmatched,38 2182 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,245.90995,1324.0,38 2182 - Serum.d.DeMP.cef,244.90795,19939.0,245.90995,1324.0,18528.0,5.958055424810589,41.10534940312103,-0.09205000000000041,-0.015449671652379223
244.9074,6.4,136.7,17.86,19938.999,40,No Match,unmatched,38 2182 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90518,18528.0,38 2182 - Serum.d.DeMP.cef,244.90795,19939.0,245.90995,1324.0,18528.0,5.958055424810589,41.10534940312103,-0.09205000000000041,-0.015449671652379223
